8 1250
3 9 8 37 68 41 7 10 
8 6 10 80 27 70 8 7 
5 3 8 96 63 22 1 5 
5 9 1 64 93 13 2 8 
2 7 4 53 98 43 5 3 
4 8 2 25 84 75 5 10 
9 7 3 99 26 34 9 3 
9 9 2 19 26 43 4 8 
1 7 6 96 90 73 4 6 
3 9 7 34 79 19 4 6 
4 3 1 21 10 47 4 2 
1 4 8 35 71 25 8 5 
2 1 3 27 26 14 5 7 
2 2 7 79 46 77 2 4 
6 4 1 19 36 19 5 4 
4 2 10 36 48 31 7 5 
1 1 6 59 51 94 3 9 
4 8 2 36 82 84 2 6 
4 4 1 29 39 77 4 8 
2 7 8 10 73 17 9 9 
6 6 4 11 80 51 3 5 
6 9 6 81 55 16 4 3 
4 9 9 70 12 41 1 5 
9 2 7 79 39 41 7 2 
5 6 2 35 69 99 5 9 
3 5 5 83 59 86 6 4 
7 1 2 50 50 58 6 6 
5 3 9 45 63 37 1 4 
7 7 7 86 64 65 7 6 
3 4 2 95 62 47 3 8 
8 2 4 33 17 53 1 10 
8 5 2 77 21 56 4 3 
9 8 4 44 26 28 9 9 
7 9 7 53 56 59 5 6 
1 2 1 89 85 99 6 5 
4 8 7 18 80 28 8 3 
9 2 1 95 59 94 2 7 
8 1 1 75 22 49 1 1 
5 9 6 82 17 98 9 4 
3 9 8 99 14 59 8 2 
2 4 3 99 51 14 6 3 
3 8 2 82 32 23 4 5 
2 9 2 46 46 43 3 4 
7 5 8 63 34 26 7 8 
5 7 2 45 18 43 2 2 
2 9 8 66 46 93 8 1 
5 7 5 65 74 21 8 6 
2 4 6 29 30 31 2 8 
6 7 6 78 81 28 7 1 
2 3 6 54 16 80 1 4 
8 9 5 91 35 99 1 5 
2 8 3 13 63 36 5 7 
2 7 6 73 59 54 3 5 
5 4 6 38 17 17 4 6 
2 8 1 28 39 70 9 4 
7 1 4 17 36 73 9 4 
2 1 6 93 35 17 4 3 
5 1 1 98 93 72 9 7 
7 3 5 48 80 62 8 6 
3 4 5 45 30 28 3 7 
1 1 2 76 53 50 1 8 
5 1 5 92 82 45 2 5 
3 6 6 58 95 75 2 6 
6 5 9 34 43 74 1 3 
6 7 8 82 43 71 8 1 
9 9 4 68 41 14 5 9 
5 2 6 49 12 51 6 4 
3 4 6 86 69 61 7 4 
4 5 9 14 95 43 8 8 
4 3 8 14 83 14 8 4 
2 8 8 50 21 45 2 3 
3 3 4 85 61 12 7 1 
7 3 4 99 53 19 9 6 
5 8 2 87 36 58 2 7 
8 9 1 84 85 17 8 5 
10 2 6 88 55 17 4 8 
4 7 3 87 10 15 3 7 
7 8 2 60 73 21 4 6 
9 3 7 78 74 21 7 9 
6 7 1 80 22 16 4 7 
6 3 2 50 90 78 6 2 
5 7 1 41 67 12 1 8 
8 7 6 28 66 56 1 6 
3 2 8 88 15 37 5 2 
1 6 1 35 39 83 2 7 
6 4 3 68 37 19 5 5 
5 8 8 97 99 52 6 1 
8 1 2 61 57 72 1 2 
4 4 3 42 48 94 7 1 
4 8 10 11 97 24 4 2 
4 7 3 75 77 38 4 9 
6 1 9 70 10 61 4 2 
2 9 5 87 40 52 8 8 
2 4 9 14 85 56 7 8 
7 3 6 24 88 98 1 3 
6 4 4 56 73 56 4 7 
3 2 3 65 93 83 2 8 
9 7 2 75 65 57 1 9 
7 1 3 54 77 89 5 7 
5 5 1 42 12 94 7 8 
8 8 8 62 94 72 5 6 
8 7 9 52 31 11 5 2 
5 2 7 47 42 32 9 5 
6 9 4 61 55 83 10 5 
9 1 6 33 30 15 6 8 
4 9 9 54 38 76 8 6 
9 6 4 28 30 45 4 8 
6 7 5 67 52 57 1 7 
8 4 1 59 84 87 8 6 
4 2 8 65 68 75 5 2 
1 7 8 79 55 33 6 3 
8 6 9 17 41 70 3 7 
2 8 9 98 36 94 6 1 
5 1 2 50 84 96 6 3 
9 2 2 29 65 90 7 6 
3 4 8 16 18 76 2 6 
9 1 1 41 14 58 6 9 
1 9 8 93 46 74 1 1 
5 1 5 43 94 97 3 6 
8 6 5 97 69 30 6 2 
8 2 5 22 60 79 4 3 
6 3 1 66 54 31 8 4 
9 5 1 70 58 81 3 8 
3 6 3 45 21 38 2 5 
9 2 2 96 94 54 7 2 
9 7 8 37 57 16 9 5 
3 9 6 35 29 67 7 6 
6 4 5 29 18 90 9 7 
5 4 2 29 50 72 2 7 
8 7 2 67 78 66 9 4 
2 5 6 44 34 46 4 8 
6 10 6 88 38 12 1 7 
1 3 8 93 11 51 2 9 
8 3 5 38 34 85 9 4 
4 4 5 52 49 54 2 8 
7 3 9 43 47 26 3 3 
9 7 8 81 10 57 4 3 
9 9 3 24 55 75 6 6 
2 8 5 76 11 26 2 3 
7 5 6 58 68 95 8 5 
3 1 2 27 45 89 1 8 
8 7 1 17 54 16 7 3 
9 2 9 29 22 84 5 1 
8 3 9 85 79 29 6 7 
6 8 1 65 35 36 4 1 
10 8 4 63 43 52 5 8 
2 6 2 65 43 13 5 6 
5 7 3 32 52 20 9 3 
7 1 5 47 45 53 6 8 
9 6 7 34 80 29 4 9 
4 1 4 83 72 63 7 8 
5 5 7 92 75 42 1 6 
3 9 1 16 14 37 6 2 
4 3 6 91 71 24 2 4 
7 7 9 34 58 68 6 4 
4 2 5 10 92 25 6 9 
3 7 9 19 50 16 3 1 
3 9 3 73 13 20 1 4 
5 8 5 95 42 47 3 1 
3 2 5 47 98 94 8 1 
6 4 3 26 31 78 6 9 
2 2 2 68 18 15 5 8 
6 7 6 69 88 72 7 9 
2 7 7 16 50 73 7 10 
3 2 1 86 53 44 5 8 
9 1 1 68 72 21 9 1 
4 6 9 72 65 77 3 4 
1 9 2 90 86 65 7 4 
2 9 7 51 18 22 9 9 
6 1 1 70 31 92 2 8 
7 7 9 22 60 72 5 1 
2 9 9 84 46 75 8 5 
2 1 3 47 57 57 6 2 
1 1 3 88 12 16 5 8 
4 3 4 84 26 21 2 2 
6 7 7 40 50 63 1 2 
4 6 4 48 58 47 4 7 
8 1 3 60 41 18 6 5 
5 9 1 17 28 88 8 4 
5 6 4 38 18 55 5 7 
8 4 5 83 59 92 10 4 
6 6 3 38 53 26 6 3 
8 6 3 34 24 17 6 6 
8 9 2 50 11 61 5 1 
9 1 8 78 56 34 2 7 
5 5 3 54 91 63 1 7 
3 1 7 28 87 99 3 3 
8 5 3 11 30 95 4 9 
9 10 6 68 95 15 6 3 
1 2 4 11 93 41 2 5 
1 8 9 73 63 87 7 5 
1 5 2 80 78 31 6 3 
8 9 1 90 84 80 5 9 
9 3 4 91 57 24 9 1 
2 3 4 44 45 38 1 2 
4 1 4 22 59 98 6 9 
9 6 7 23 76 27 9 1 
4 2 10 53 93 63 2 6 
5 3 8 70 97 14 1 8 
3 4 7 83 79 77 4 8 
4 2 1 60 12 61 5 9 
2 7 7 76 54 30 8 1 
4 7 1 87 16 55 9 7 
7 1 5 78 62 74 3 7 
4 3 5 97 86 89 8 10 
5 3 9 53 74 50 6 7 
2 1 5 15 53 73 3 4 
4 9 6 58 28 74 6 6 
4 2 5 72 42 11 6 6 
7 3 5 61 56 60 9 5 
4 4 2 84 55 87 5 6 
3 5 5 24 65 19 3 7 
6 7 1 35 83 25 6 5 
3 1 6 20 35 72 8 7 
8 3 7 44 31 94 8 6 
3 5 9 15 99 37 2 6 
4 7 4 82 16 88 6 2 
5 4 7 71 83 38 9 4 
3 1 1 88 89 70 6 9 
3 9 8 39 49 35 6 7 
3 6 2 75 80 95 4 3 
7 8 5 83 86 63 6 5 
4 6 6 20 87 71 9 10 
8 10 4 24 69 11 3 9 
2 8 7 85 62 68 8 9 
9 8 6 65 65 32 4 4 
7 2 9 44 18 61 4 3 
9 3 9 95 30 60 1 2 
3 5 2 84 36 72 8 7 
8 1 4 56 65 45 1 6 
7 8 5 46 51 15 1 5 
8 3 9 63 65 40 3 3 
9 5 7 47 13 49 3 8 
8 7 10 45 90 51 4 9 
6 4 1 59 66 56 9 5 
8 1 3 82 51 62 2 9 
4 1 3 24 68 56 4 2 
2 7 2 42 89 78 2 1 
2 5 4 62 93 28 2 1 
1 2 1 78 30 94 7 9 
4 9 6 71 44 14 6 3 
1 4 4 89 59 90 3 1 
3 6 3 42 65 33 8 4 
5 4 8 25 70 21 2 5 
2 2 8 15 62 50 1 4 
7 5 5 60 25 11 3 7 
6 5 5 89 64 77 1 4 
8 8 7 52 35 56 1 9 
1 8 7 59 93 21 7 2 
3 10 9 76 36 52 4 6 
6 3 8 39 82 55 3 4 
8 4 9 24 96 73 8 3 
7 8 6 20 62 58 8 4 
8 7 6 86 40 38 2 4 
8 6 1 47 62 53 6 9 
5 1 5 74 51 12 3 5 
8 3 2 66 54 40 3 6 
6 1 8 82 35 92 7 3 
7 8 5 30 88 14 1 4 
1 3 6 79 33 89 5 9 
7 1 2 95 97 96 8 5 
2 7 6 91 15 10 6 5 
9 9 9 19 13 87 8 9 
5 1 1 94 15 48 4 6 
1 5 1 28 76 81 4 8 
7 4 7 96 28 19 9 6 
5 3 3 36 49 77 6 8 
4 5 1 92 31 91 1 6 
7 7 4 56 43 76 5 5 
5 9 1 33 43 87 9 2 
4 6 3 13 22 64 9 7 
9 5 7 88 19 46 6 1 
3 9 4 99 65 96 6 5 
7 9 1 25 82 79 7 7 
1 8 9 53 47 39 1 9 
5 2 6 99 56 28 6 5 
1 1 5 64 75 80 1 1 
7 3 4 36 18 22 2 4 
8 5 5 23 79 62 4 9 
9 6 3 50 52 30 3 6 
1 2 1 81 95 15 7 4 
7 8 6 29 11 98 9 5 
5 3 4 55 93 92 7 2 
2 4 10 76 69 91 8 2 
7 6 7 54 22 67 3 9 
8 8 1 63 78 20 3 9 
6 3 4 97 52 99 8 6 
6 9 7 44 57 91 9 5 
6 1 7 36 29 24 5 8 
3 7 1 12 99 43 2 4 
9 8 1 81 52 56 7 4 
5 2 3 52 87 53 4 8 
5 1 4 27 94 40 2 2 
5 1 6 46 87 61 9 3 
2 8 1 98 79 22 5 9 
8 5 3 58 89 35 7 3 
5 6 8 67 65 27 6 5 
5 6 7 67 24 44 5 9 
8 3 7 76 28 29 1 8 
8 3 3 94 31 42 4 8 
6 5 2 47 24 38 7 1 
8 7 3 68 55 31 8 2 
5 3 8 83 41 51 8 9 
6 9 4 91 24 90 9 8 
9 5 1 83 58 49 8 2 
1 9 9 97 77 60 7 9 
3 4 8 87 52 50 2 8 
4 5 2 68 33 83 2 4 
7 4 9 63 35 91 7 2 
5 5 6 22 72 80 4 1 
4 4 4 28 28 97 1 6 
2 1 9 70 94 47 2 2 
1 3 3 38 55 13 1 3 
2 7 4 28 68 29 1 5 
8 5 5 82 87 15 2 8 
9 6 1 98 29 23 5 8 
2 3 9 67 86 69 5 2 
2 7 4 81 47 59 6 9 
6 1 1 65 68 31 6 8 
8 6 5 26 54 84 7 6 
5 3 3 45 26 72 9 5 
3 8 10 13 64 57 6 2 
3 4 4 41 72 63 6 8 
2 7 5 96 47 29 8 8 
3 5 8 52 78 39 3 3 
1 1 1 71 31 87 2 5 
4 9 5 57 90 34 9 8 
2 5 3 58 25 40 8 2 
4 8 4 31 94 82 3 1 
2 5 2 90 61 62 4 10 
8 6 9 74 15 44 7 3 
10 5 2 49 57 84 3 5 
7 8 5 14 90 73 7 4 
1 5 1 10 18 65 1 3 
4 3 7 57 88 50 3 8 
7 6 6 94 11 38 5 5 
7 2 5 91 88 90 6 7 
3 8 5 44 71 32 2 5 
7 9 6 26 61 18 3 7 
8 9 1 14 20 83 3 5 
4 4 7 88 23 11 3 4 
4 2 5 94 67 28 3 7 
3 3 3 79 44 51 8 2 
2 9 1 72 88 59 6 2 
9 8 5 60 34 24 3 5 
2 2 6 93 65 86 8 7 
3 6 8 68 77 45 7 7 
7 6 4 65 25 85 1 6 
4 3 7 48 12 54 8 6 
6 4 1 65 31 99 3 3 
9 4 7 63 31 87 2 4 
3 5 1 82 65 32 8 5 
1 3 4 89 82 14 6 9 
1 5 6 82 23 65 8 2 
7 1 9 88 33 84 8 1 
8 4 6 29 38 23 2 2 
6 6 4 87 98 43 1 3 
6 8 4 23 73 73 8 1 
6 2 6 73 75 24 5 5 
9 3 2 84 50 15 5 2 
5 3 1 87 15 51 9 7 
9 6 3 80 18 33 8 8 
3 1 3 85 66 59 6 9 
6 1 2 86 10 38 7 5 
6 5 4 19 63 24 2 4 
5 3 6 95 10 18 5 8 
9 2 1 81 89 64 6 1 
4 2 3 17 59 66 6 9 
3 9 2 87 12 44 6 8 
3 2 6 16 86 77 4 3 
2 7 5 39 73 18 3 3 
1 3 4 14 10 60 7 2 
6 4 7 40 49 62 1 8 
2 6 10 69 44 94 1 4 
8 4 6 24 34 46 4 5 
2 3 9 98 85 30 6 6 
9 7 6 23 42 21 2 2 
1 4 2 61 38 94 2 4 
4 1 9 15 14 78 5 5 
2 3 8 13 89 90 5 1 
1 7 1 72 85 57 3 9 
6 3 1 29 64 72 6 6 
1 8 2 38 60 28 8 2 
4 3 9 88 93 92 2 7 
9 3 9 27 48 71 6 6 
3 9 5 60 48 63 3 2 
9 1 1 53 21 97 6 4 
1 8 8 31 36 93 1 10 
5 1 2 97 84 32 4 5 
4 8 8 30 34 48 7 5 
8 2 2 31 28 89 9 7 
1 5 3 87 43 70 8 7 
4 3 6 30 36 97 9 7 
9 6 5 23 69 20 1 4 
2 4 5 21 78 41 7 8 
4 6 5 18 96 20 9 9 
3 5 7 92 42 14 3 2 
1 2 2 49 93 16 8 1 
4 2 8 68 69 72 8 1 
8 1 7 51 98 33 7 6 
8 1 1 30 31 37 5 3 
1 6 8 12 55 33 5 5 
1 8 1 95 81 82 4 2 
4 1 8 30 87 35 3 8 
5 7 8 29 76 64 10 4 
2 9 8 21 88 31 7 5 
7 8 7 12 31 85 3 5 
3 3 8 83 92 27 3 5 
7 2 2 45 92 49 7 6 
7 2 5 61 62 82 7 7 
9 2 4 54 69 48 5 4 
9 5 9 63 56 26 7 8 
6 9 1 88 79 15 8 5 
6 6 6 57 68 61 1 4 
7 5 9 91 12 54 4 9 
1 9 2 93 75 86 1 9 
4 3 1 73 26 21 3 1 
4 1 4 44 38 67 9 5 
9 9 3 41 55 71 7 6 
4 9 3 13 33 30 7 7 
3 8 1 25 85 25 2 6 
3 2 7 77 23 99 2 4 
6 9 1 19 88 62 7 7 
9 2 1 67 18 56 8 8 
7 2 3 15 19 91 3 8 
8 3 8 75 97 77 9 6 
4 2 7 94 26 98 1 6 
2 9 6 73 11 87 8 2 
7 3 9 10 42 95 4 7 
8 5 9 60 76 17 8 5 
5 9 5 99 37 15 1 3 
5 8 9 54 59 10 8 4 
3 3 1 37 55 66 8 1 
9 6 3 40 34 77 6 2 
1 5 4 68 85 92 7 7 
8 6 9 92 34 35 3 4 
9 2 5 18 93 39 5 9 
3 6 2 37 49 42 2 5 
4 7 8 33 22 20 4 6 
8 3 9 17 61 30 5 5 
7 1 3 81 86 71 4 8 
6 5 2 81 67 71 8 7 
8 9 2 88 55 17 2 3 
6 3 9 62 96 22 6 1 
6 8 1 40 73 26 2 6 
1 4 4 71 35 28 9 10 
4 6 7 99 48 92 2 1 
8 3 2 85 41 54 1 8 
5 3 4 45 38 37 5 8 
4 4 9 94 98 92 2 3 
1 9 10 39 58 44 4 6 
1 2 9 67 67 48 4 9 
4 2 4 50 85 52 7 5 
7 2 7 75 29 67 8 10 
5 9 6 64 50 85 7 1 
3 7 8 49 53 16 3 8 
7 9 2 35 43 74 5 5 
7 5 5 22 67 83 3 7 
8 1 3 91 34 57 3 4 
1 7 9 17 17 85 4 8 
8 6 1 93 84 99 8 1 
2 3 8 48 63 68 3 9 
2 6 8 73 44 16 8 2 
7 8 6 80 63 54 4 7 
6 8 7 78 40 65 3 5 
9 3 1 88 84 33 9 8 
7 8 2 68 43 23 5 1 
6 2 7 99 30 18 5 7 
6 7 7 29 18 23 6 3 
5 9 6 56 93 43 3 3 
2 2 5 94 36 60 1 7 
5 9 2 97 13 83 6 7 
2 8 2 41 63 64 4 4 
2 5 2 68 79 16 8 3 
8 5 7 15 93 49 8 2 
6 2 6 55 27 13 6 1 
6 4 7 59 13 91 7 9 
1 6 5 97 18 57 5 3 
2 1 1 44 36 69 2 3 
1 2 5 13 47 92 2 9 
4 6 6 28 84 77 8 5 
7 6 1 42 10 65 1 3 
7 7 5 11 75 60 1 6 
7 2 5 99 30 31 6 6 
5 1 3 60 42 47 5 1 
9 9 8 11 87 96 9 3 
10 5 3 98 53 93 6 3 
8 2 6 25 82 45 9 8 
